//ID,TYPE,PHYSICAL-0/SPECIAL-1,HIGH CRIT CHANCE (0-no/1-yes),NAME,POWER,ACCURACY,ATK,DEF,SPATK,SPDEF,SPD,ACCURACY,EVASION
//Normal
33,3,1,0,Acid Armor,0,95,0,2,0,0,0,0,0,0,0,0,0,0,0,0
34,3,1,0,Coil,0,95,1,1,0,0,0,1,0,0,0,0,0,0,0,0
//Ground
35,4,0,0,Earthquake,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,0,0,Fissure,300,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,4,0,1,Drill Run,80,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,4,1,0,Earth Power,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//Flying
39,2,0,0,Dragon Ascent,120,100,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0
40,2,0,0,Sky Attack,130,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,1,0,Feather Dance,0,95,0,0,0,0,0,0,0,-2,0,0,0,0,0,0
42,2,1,1,Aeroblast,100,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//Psychic
43,13,0,1,Psycho Cut,70,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,13,1,0,Psychic,90,100,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
45,13,1,0,Pyscho Boost,140,90,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
46,13,1,0,Calm Mind,0,95,0,0,1,1,0,0,0,0,0,0,0,0,0,0
47,13,1,0,Agility,0,95,0,0,0,0,2,0,0,0,0,0,0,0,0,0
//Bug
48,6,0,0,Megahorn,120,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,6,0,1,Attack Order,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,6,1,0,Bug Buzz,90,100,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
51,6,1,0,Defend Order,0,95,0,1,0,1,0,0,0,0,0,0,0,0,0,0
//Rock
52,5,0,0,Diamond Storm,100,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,5,0,0,Head Smash,150,80,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
54,5,0,1,Stone Edge,100,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,5,1,0,Power Gem,80,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//Ghost
56,7,0,0,Shadow Bone,85,100,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
57,7,0,1,Shadow Claw,70,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,7,1,0,Shadow Ball,80,100,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
59,7,1,0,Curse,0,95,1,1,0,0,-1,0,0,0,0,0,0,0,0,0
//Dragon
60,15,0,0,Dragon Claw,80,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,15,1,0,Clanging Scales,110,100,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
62,15,1,0,Draco Meteor,130,90,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
63,15,1,1,Spacial Rend,100,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,15,1,0,Dragon Dance,0,95,1,0,0,0,1,0,0,0,0,0,0,0,0,0
//Dark
65,16,0,0,Crunch,80,100,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
66,16,0,1,Night Slash,70,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,16,1,0,Night Daze,85,95,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
68,16,1,0,Hone Claws,0,95,1,0,0,0,0,1,0,0,0,0,0,0,0,0
69,16,1,0,Nasty Plot,0,95,0,0,2,0,0,0,0,0,0,0,0,0,0,0
//Steel
70,8,0,0,Anchor Shot,80,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,8,0,0,Meteor Mash,90,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72,8,1,0,Flash Cannon,80,100,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
73,8,1,0,Iron Defense,0,95,0,2,0,0,0,0,0,0,0,0,0,0,0,0
//Update1
74,13,1,0,Cosmic Power,0,95,0,1,0,1,0,0,0,0,0,0,0,0,0,0
75,1,0,0,Power-Up Punch,40,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,1,0,Hyper Beam,150,90,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
77,16,1,0,Dark Pulse,80,100,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
78,0,0,0,Giga Impact,150,90,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
79,0,1,0,Sweet Scent,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
